item_name,brand,price,seller_score,savings,has_units_sold,units_sold,watching
Rolex mens two tone diamond dial diamond Bezel 36mm Datejust automatic watch,Rolex,3999.0,2008,0,FALSE,0,105
BREITLING NAVITIMER 18K YELLOW GOLD STAINLESS STEEL AUTOMATIC WATCH D13022 41mm,Breitling,4185.0,2008,0,FALSE,0,105
Mens UnWorn Rolex 41mm DateJust II Silver Rhodium Dial Steel Box Warranty Card,Rolex,6495.0,1770,0,FALSE,0,5
Rolex Datejust 16030 Quickset 36mm Stainless Steel Jubilee Silver Dial Circa1985,Rolex,2695.0,4314,0,FALSE,0,6
Rolex President Date Watch Vintage Mens 18K Gold Bark Bracelet 1113grs Ref 1022,Rolex,8850.99,348,0,FALSE,0,18
Rolex Day Date President Yellow Gold White Roman Dial 18038 36mm  WATCH CHEST,Rolex,10800.0,348,0,FALSE,0,18
Rado Diamond Gold Tone Dial Gold Tone Stainless Steel Unisex Watch R12413703,Rado,1598.99,8671,20,FALSE,0,4
New Tudor Aeronaut Stainless Steel Automatic Watch 20020,Tudor,1600.0,309,0,FALSE,0,4
STUNNING Vintage Mans LeCoultre 14k SOLID White GOLD Watch! RARE MYSTERY DIAL!,Jaeger-LeCoultre,1599.0,496,0,FALSE,0,9
Rolex Datejust 36 White Dial Roman Fluted SS Yellow Gold Oyster Men Watch 116233,Rolex,8520.0,496,0,FALSE,0,9
Glycine Airman 7 Black Multiple Timezones Automatic Mens Watch 391919,Glycine,1699.0,496,0,FALSE,0,9
Paul Picot Mens Gentleman Black Dial Chronograph Automatic Watch P705620381L0,Paul Picot,2078.0,496,0,FALSE,0,9
Breitling Colt A17380 41mm Automatic Stainless Steel Black Leather Warranty #612,Breitling,1895.0,805,0,FALSE,0,2
Fortis B42 Marinemaster DayDate Automatic Chrono Steel Mens Watch 6711949 K,Fortis,1795.0,805,0,FALSE,0,2
New Omega Seamaster Planet Ocean 600M Mens Watch 2323046510,Omega,4975.0,4703,39,FALSE,0,18
 ROLEX CLASSIC OYSTER PERPETUAL DATE 1550 BLUE DIAL GOLD SHELL MENS WATCH ,Rolex,1850.0,222,0,FALSE,0,13
Bvlgari Authentic Solid 18k Yellow Gold Automatic Black Dial Mens Watch,Bvlgari,11000.0,3830,0,FALSE,0,9
Rolex Datejust 116234 Stainless & 18K Gold Fluted Bezel Automatic Mens Watch,Rolex,4995.0,3830,0,FALSE,0,9
Movado Dura Mens Black Dial Tungsten Carbide Swiss Quartz Watch 0606433,Movado,1487.0,3830,0,FALSE,0,9
Authentic Mint Breitling Shark A53605 Stainless Steel 41mm Chronograph Watch,Breilting,1595.0,1761,0,FALSE,0,5
Zeno Mens Retro Black Chronograph Dial Leather Strap Automatic Watch P557PRA1,Zeno,1459.0,1761,0,FALSE,0,5
1974 Vintage Gents Rolex DATEJUST 1601 14K Two Tone Watch (10069431) ,Rolex,2179.99,4190,0,FALSE,0,6
Tag Heuer Aquaracer Automatic Black Dial Mens Calibre 5 Steel Rubber,TAG Heuer,1200.0,20,0,FALSE,0,10
Rolex Datejust 36 Stainless Steel Silver Stick Oyster Band Swiss Brand New Watch,Rolex,5750.5,20,0,FALSE,0,10
ROLEX Submariner 14060 Oyster Stainless Steel Black Dial Watch  *MINT CONDITION*,Rolex,5299.0,546,0,FALSE,0,5
Oris Moonphase Triple Calender 7433B Stainles,Oris,1049.0,546,0,FALSE,0,5
JACOB & CO 5 TIME ZONE JCM2 AUTHENTIC MENS 40MM BRAND NEW STAINLESS STEEL WATCH,Jacob & Co.,1399.0,377,0,TRUE,2,13
ROLEX SUBMARINER 16613 BLUE 18K YELLOW GOLD & STAINLESS STEEL BOX & BOOKLETS,Rolex,6695.0,1052,0,FALSE,0,9
New Omega Seamaster Planet Ocean 600M 455mm Mens Watch 2159046519,Omega,7295.0,4703,36,FALSE,0,10
Cartier Santos Galbee 18K Solid Gold & Stainless Steel Luxury Watch Clearance,Cartier,1350.0,851,0,FALSE,0,2
Rolex DAY DATE President 118238 Mens Yellow Gold White Roman Dial 36MM,Rolex,25560.0,1759,0,FALSE,0,6
TUDOR ROLEX Oyster Prince Day Date Stainless 18k Yellow Gold Mens Watch ,Cartier,2069.0,722,0,FALSE,0,64
New Eterna Pulsometer 1942 Automatic Chronograph Heritage Watch Limited Edition,Eterna,1099.0,238,0,FALSE,0,7
David Yurman Stinger Chronograph Watch With Black Diamonds Automatic 41MM Watch,David Yurman,3500.0,2209,0,FALSE,0,12
Rolex Datejust Oyster Quartz Stainless Steel Watch 17000,Rolex,2495.0,2209,0,FALSE,0,12
*NEW wStickers* Rolex Red SeaDweller Stainless Steel Black Dial126600,Rolex,14000.0,99,0,FALSE,0,41
Rolex Yellow Gold Mens Datejust 1601 Mother of Pearl Diamond Dial,Rolex,7400.0,1121,0,FALSE,0,10
OMEGA SEAMASTER MENS 40MM STAINLESS STEEL WATCH,OMEGA,1200.0,533,0,FALSE,0,30
Breitling Avenger Chronograph Black Steel 1000 Limited Model M13380,Breitling,3998.99,678,0,FALSE,0,4
Mens Tag Heuer 6000 18K Gold SS Chronograph Watch  White Dial  CH1150,TAG Heuer,1275.0,9719,0,FALSE,0,14
"Rolex ""Red"" Submariner Reference 1680 19711972 33MM Serial Mark IV Dial",Rolex,15500.0,561,0,FALSE,0,55
*NEW wStickers* Rolex YachtMaster II Stainless Steel White Dial116680 ,Rolex,14220.0,99,0,FALSE,0,10
Omega Seamaster Aqua Terra 150M Quartz Silver Dial Mens Watch 39mm,Omega,1295.0,253,0,FALSE,0,23
ROLEX  Mens White Gold DayDate 36mm President Silver Dial 118239 SANT BLANC,Rolex,15950.0,253,0,FALSE,0,23
Rolex Cellini Danaos Manual 34mm White Gold White Dial Mens Strap Watch 4233 ,Rolex,3950.0,2002,0,FALSE,0,3
Rare Corum Golden Bridge 18K White Gold & Factory Diamond Mans Wrist Watch,Corum,19500.0,2002,0,FALSE,0,3
Rolex Datejust II Black Index Dial Automatic 41mm Watch 116300,Rolex,5395.0,2835,0,FALSE,0,38
RARE Mens 18K Solid Gold Juvenia Macho Wrist Watch With Diamond Markers,Juvenia,3600.0,2497,0,FALSE,0,11
Montblanc Mens Watch 7034 XXL Sport   Chronograph New In Box!,Montblanc,1299.0,179,0,FALSE,0,9
1974 Vintage Gents Rolex DATEJUST 1601 14K Two Tone Watch (10069431) ,Rolex,2179.99,4190,0,FALSE,0,6
Tag Heuer Aquaracer Automatic Black Dial Mens Calibre 5 Steel Rubber,TAG Heuer,1200.0,20,0,FALSE,0,10
Rolex Datejust 36 Stainless Steel Silver Stick Oyster Band Swiss Brand New Watch,Rolex,5750.5,20,0,FALSE,0,10
ROLEX Submariner 14060 Oyster Stainless Steel Black Dial Watch  *MINT CONDITION*,Rolex,5299.0,546,0,FALSE,0,5
Oris Moonphase Triple Calender 7433B Stainles,Oris,1049.0,546,0,FALSE,0,5
JACOB & CO 5 TIME ZONE JCM2 AUTHENTIC MENS 40MM BRAND NEW STAINLESS STEEL WATCH,Jacob & Co.,1399.0,377,0,TRUE,2,13
ROLEX SUBMARINER 16613 BLUE 18K YELLOW GOLD & STAINLESS STEEL BOX & BOOKLETS,Rolex,6695.0,1052,0,FALSE,0,9
New Omega Seamaster Planet Ocean 600M 455mm Mens Watch 2159046519,Omega,7295.0,4703,36,FALSE,0,10
Cartier Santos Galbee 18K Solid Gold & Stainless Steel Luxury Watch Clearance,Cartier,1350.0,851,0,FALSE,0,2
Rolex DAY DATE President 118238 Mens Yellow Gold White Roman Dial 36MM,Rolex,25560.0,1759,0,FALSE,0,6
TUDOR ROLEX Oyster Prince Day Date Stainless 18k Yellow Gold Mens Watch ,Cartier,2069.0,722,0,FALSE,0,64
New Eterna Pulsometer 1942 Automatic Chronograph Heritage Watch Limited Edition,Eterna,1099.0,238,0,FALSE,0,7
David Yurman Stinger Chronograph Watch With Black Diamonds Automatic 41MM Watch,David Yurman,3500.0,2209,0,FALSE,0,12
Rolex Datejust Oyster Quartz Stainless Steel Watch 17000,Rolex,2495.0,2209,0,FALSE,0,12
*NEW wStickers* Rolex Red SeaDweller Stainless Steel Black Dial126600,Rolex,14000.0,99,0,FALSE,0,41
Rolex Yellow Gold Mens Datejust 1601 Mother of Pearl Diamond Dial,Rolex,7400.0,1121,0,FALSE,0,10
OMEGA SEAMASTER MENS 40MM STAINLESS STEEL WATCH,OMEGA,1200.0,533,0,FALSE,0,30
Breitling Avenger Chronograph Black Steel 1000 Limited Model M13380,Breitling,3998.99,678,0,FALSE,0,4
Mens Tag Heuer 6000 18K Gold SS Chronograph Watch  White Dial  CH1150,TAG Heuer,1275.0,9719,0,FALSE,0,14
"Rolex ""Red"" Submariner Reference 1680 19711972 33MM Serial Mark IV Dial",Rolex,15500.0,561,0,FALSE,0,55
*NEW wStickers* Rolex YachtMaster II Stainless Steel White Dial116680 ,Rolex,14220.0,99,0,FALSE,0,10
Omega Seamaster Aqua Terra 150M Quartz Silver Dial Mens Watch 39mm,Omega,1295.0,253,0,FALSE,0,23
ROLEX  Mens White Gold DayDate 36mm President Silver Dial 118239 SANT BLANC,Rolex,15950.0,253,0,FALSE,0,23
Rolex Cellini Danaos Manual 34mm White Gold White Dial Mens Strap Watch 4233 ,Rolex,3950.0,2002,0,FALSE,0,3
Rare Corum Golden Bridge 18K White Gold & Factory Diamond Mans Wrist Watch,Corum,19500.0,2002,0,FALSE,0,3
Rolex Datejust Mens 2Tone 14K Gold  Stainless Steel Jubilee w Silver Dial 1601,Rolex,2799.98,2002,0,FALSE,0,3
Rolex Datejust II Black Index Dial Automatic 41mm Watch 116300,Rolex,5395.0,2835,0,FALSE,0,38
RARE Mens 18K Solid Gold Juvenia Macho Wrist Watch With Diamond Markers,Juvenia,3600.0,2497,0,FALSE,0,11
Montblanc Mens Watch 7034 XXL Sport   Chronograph New In Box!,Montblanc,1299.0,179,0,FALSE,0,9
Rolex Submariner 114060 Steel Oyster Black Ceramic Bezel Mens Watch *MINT*,Rolex,6450.0,546,0,FALSE,0,7
Breitling Pluton Professional A51038 Black Dial Stainless Quartz Mens Watch,Breitling,1195.0,546,0,FALSE,0,7
Omega Seamaster 40mm Stainless Steel Blue Dial Rotating Bezel Quartz Movement,OMEGA,1200.0,546,0,FALSE,0,7
ROLEX Oyster Perpetual Date 15210 Mens Watch with Box and Papers,Rolex,2695.0,546,0,FALSE,0,7
New Breitling Colt Chronograph Quartz Mens Watch A7338811C905,Breitling,2385.0,4703,29,TRUE,1,9
Rolex mens two tone diamond dial diamond Bezel 36mm Datejust automatic watch,Rolex,3999.0,2008,0,FALSE,0,105
Mens Rolex Datejuststain,Rolex,2695.0,1637,0,FALSE,0,7
BREITLING NAVITIMER 18K YELLOW GOLD STAINLESS STEEL AUTOMATIC WATCH D13022 41mm,Breitling,4185.0,1637,0,FALSE,0,7
Mens UnWorn Rolex 41mm DateJust II Silver Rhodium Dial Steel Box Warranty Card,Rolex,6495.0,1770,0,FALSE,0,5
Rolex Datejust 16030 Quickset 36mm Stainless Steel Jubilee Silver Dial Circa1985,Rolex,2695.0,4314,0,FALSE,0,6
Rolex President Date Watch Vintage Mens 18K Gold Bark Bracelet 1113grs Ref 1022,Rolex,8850.99,348,0,FALSE,0,18
Rolex Day Date President Yellow Gold White Roman Dial 18038 36mm  WATCH CHEST,Rolex,10800.0,348,0,FALSE,0,18
ORIS MENS 47MM STEEL BRACELET & CASE AUTOMATIC GREY DIAL WATCH 74376734137MB,Oris,1449.95,969,42,TRUE,1,4
Stuhrling 13904 Prestige Prominent Swiss Automatic Chronograph Mens Watch,Stuhrling Original,1354.1,24688,67,FALSE,0,8
*NEW wStickers* Rolex Red SeaDweller Stainless Steel Black Dial126600,Rolex,14000.0,99,0,FALSE,0,41
Rolex Yellow Gold Mens Datejust 1601 Mother of Pearl Diamond Dial,Rolex,7400.0,1121,0,FALSE,0,10
OMEGA SEAMASTER MENS 40MM STAINLESS STEEL WATCH,OMEGA,1200.0,533,0,FALSE,0,30
New Tag Heuer Formula 1 Automatic Chronograph Mens Watch CAU2010BA0874,Tag Heuer,2220.0,4703,28,TRUE,1,9
Breitling Avenger Chronograph Black Steel 1000 Limited Model M13380,Breitling,3998.99,678,0,FALSE,0,4
Mens Tag Heuer 6000 18K Gold SS Chronograph Watch  White Dial  CH1150,TAG Heuer,1275.0,9719,0,FALSE,0,14
"Rolex ""Red"" Submariner Reference 1680 19711972 33MM Serial Mark IV Dial",Rolex,15500.0,561,0,FALSE,0,55
Rolex Datejust Mens 2Tone 14K Gold  Stainless Steel Jubilee w Silver Dial 1601,Rolex,2799.98,561,0,FALSE,0,55
*NEW wStickers* Rolex YachtMaster II Stainless Steel White Dial116680 ,Rolex,14220.0,99,0,FALSE,0,10
Omega Seamaster Aqua Terra 150M Quartz Silver Dial Mens Watch 39mm,Omega,1295.0,253,0,FALSE,0,23
ROLEX  Mens White Gold DayDate 36mm President Silver Dial 118239 SANT BLANC,Rolex,15950.0,253,0,FALSE,0,23
Rolex Cellini Danaos Manual 34mm White Gold White Dial Mens Strap Watch 4233 ,Rolex,3950.0,2002,0,FALSE,0,3
Rare Corum Golden Bridge 18K White Gold & Factory Diamond Mans Wrist Watch,Corum,19500.0,2002,0,FALSE,0,3
Rolex Datejust II Black Index Dial Automatic 41mm Watch 116300,Rolex,5395.0,2835,0,FALSE,0,38
Ebel  X1 Quartz Chronograph 1216121 Wrist Watch for Men,Ebel,1600.0,29,0,FALSE,0,3
RARE Mens 18K Solid Gold Juvenia Macho Wrist Watch With Diamond Markers,Juvenia,3600.0,2497,0,FALSE,0,11
Montblanc Mens Watch 7034 XXL Sport   Chronograph New In Box!,Montblanc,1299.0,179,0,FALSE,0,9
Rolex Submariner 114060 Steel Oyster Black Ceramic Bezel Mens Watch *MINT*,Rolex,6450.0,546,0,FALSE,0,7
Breitling Pluton Professional A51038 Black Dial Stainless Quartz Mens Watch,Breitling,1195.0,546,0,FALSE,0,7
Omega Seamaster 40mm Stainless Steel Blue Dial Rotating Bezel Quartz Movement,OMEGA,1200.0,546,0,FALSE,0,7
ROLEX Oyster Perpetual Date 15210 Mens Watch with Box and Papers,Rolex,2695.0,10,0,FALSE,0,0
New Breitling Colt Chronograph Quartz Mens Watch A7338811C905,Breitling,2385.0,4703,29,TRUE,1,9
Rolex mens two tone diamond dial diamond Bezel 36mm Datejust automatic watch,Rolex,3999.0,2008,0,FALSE,0,105
BREITLING NAVITIMER 18K YELLOW GOLD STAINLESS STEEL AUTOMATIC WATCH D13022 41mm,Breitling,4185.0,2008,0,FALSE,0,105
Mens UnWorn Rolex 41mm DateJust II Silver Rhodium Dial Steel Box Warranty Card,Rolex,6495.0,1770,0,FALSE,0,5
Rolex Datejust 16030 Quickset 36mm Stainless Steel Jubilee Silver Dial Circa1985,Rolex,2695.0,4314,0,FALSE,0,6
Rolex President Date Watch Vintage Mens 18K Gold Bark Bracelet 1113grs Ref 1022,Rolex,8850.99,348,0,FALSE,0,18
Rolex Day Date President Yellow Gold White Roman Dial 18038 36mm  WATCH CHEST,Rolex,10800.0,348,0,FALSE,0,18
ORIS MENS 47MM STEEL BRACELET & CASE AUTOMATIC GREY DIAL WATCH 74376734137MB,Oris,1669.99,969,33,TRUE,1,4
Stuhrling 13904 Prestige Prominent Swiss Automatic Chronograph Mens Watch,Stuhrling Original,1354.1,24688,67,FALSE,0,8
Rado Sintra Black Ceramic Chronograph Mens Watch R13477182,Rado,1383.99,8671,56,TRUE,1,4
AUTHENTIC HERMES CLIPPER CHRONOGRAPH MENS DIVERS WATCH CL2915,Hermes,1895.0,412,0,FALSE,0,2
Vintage 1915 Rolex Officers Military Trench Sterling Silver Antique Wrist Watch,Rolex,1999.0,412,0,FALSE,0,2
Rado Centrix Open Heart Two Tone Automatic Mens Watch R30246712,Rado,1525.99,8671,30,FALSE,0,20
New IWC Pilots Big Pilot Black Dial Leather Strap Mens Watch IW500912,IWC,9150.0,4703,29,FALSE,0,4
Oris Limited Edition Automatic Black Dial Leather Mens Watch 73577064494LS,Oris,1302.99,8671,37,FALSE,0,9
"Mens Breguet ""Marine (5827) Chronograph"" Watch   18k Rose Gold **SUPER CLEAN**",Breguet,18595.0,753,0,FALSE,0,1
New IWC Portofino Automatic Mens Watch IW356501,IWC,3345.0,4703,25,FALSE,0,17
ROLEX Sport Watch Stainless Steel SUBMARINER Black Dial  Pepsi Insert Red Blue,Rolex,6449.99,4703,25,FALSE,0,17
New Tag Heuer Formula 1 Automatic Chronograph Mens Watch CAU2010BA0874,Tag Heuer,2220.0,4703,28,TRUE,1,9
Breitling Avenger Chronograph Black Steel 1000 Limited Model M13380,Breitling,3998.99,678,0,FALSE,0,4
Mens Tag Heuer 6000 18K Gold SS Chronograph Watch  White Dial  CH1150,TAG Heuer,1275.0,9719,0,FALSE,0,14
"Rolex ""Red"" Submariner Reference 1680 19711972 33MM Serial Mark IV Dial",Rolex,15500.0,561,0,FALSE,0,55
*NEW wStickers* Rolex YachtMaster II Stainless Steel White Dial116680 ,Rolex,14220.0,99,0,FALSE,0,10
Omega Seamaster Aqua Terra 150M Quartz Silver Dial Mens Watch 39mm,Omega,1295.0,253,0,FALSE,0,23
ROLEX  Mens White Gold DayDate 36mm President Silver Dial 118239 SANT BLANC,Rolex,15950.0,253,0,FALSE,0,23
Rolex Cellini Danaos Manual 34mm White Gold White Dial Mens Strap Watch 4233 ,Rolex,3950.0,2002,0,FALSE,0,3
Rare Corum Golden Bridge 18K White Gold & Factory Diamond Mans Wrist Watch,Corum,19500.0,2002,0,FALSE,0,3
Rolex Datejust II Black Index Dial Automatic 41mm Watch 116300,Rolex,5395.0,2835,0,FALSE,0,38
Ebel  X1 Quartz Chronograph 1216121 Wrist Watch for Men,Ebel,1600.0,29,0,FALSE,0,3
RARE Mens 18K Solid Gold Juvenia Macho Wrist Watch With Diamond Markers,Juvenia,3600.0,2497,0,FALSE,0,11
Montblanc Mens Watch 7034 XXL Sport   Chronograph New In Box!,Montblanc,1299.0,179,0,FALSE,0,9
ROLEX OYSTER PERPETUAL EXPLORER CHRONOMETER STAINLESS STEEL WATCH 6610 35mm,Rolex,7485.0,97,0,FALSE,0,10
Rolex Submariner 114060 Steel Oyster Black Ceramic Bezel Mens Watch *MINT*,Rolex,6450.0,546,0,FALSE,0,7
Breitling Pluton Professional A51038 Black Dial Stainless Quartz Mens Watch,Breitling,1195.0,546,0,FALSE,0,7
Omega Seamaster 40mm Stainless Steel Blue Dial Rotating Bezel Quartz Movement,OMEGA,1200.0,546,0,FALSE,0,7
ROLEX Oyster Perpetual Date 15210 Mens Watch with Box and Papers,Rolex,2695.0,10,0,FALSE,0,0
New Breitling Colt Chronograph Quartz Mens Watch A7338811C905,Breitling,2385.0,4703,29,TRUE,1,9
Rolex mens two tone diamond dial diamond Bezel 36mm Datejust automatic watch,Rolex,3999.0,2008,0,FALSE,0,105
Mens UnWorn Rolex 41mm DateJust II Silver Rhodium Dial Steel Box Warranty Card,Rolex,6495.0,1770,0,FALSE,0,5
Rolex Datejust 16030 Quickset 36mm Stainless Steel Jubilee Silver Dial Circa1985,Rolex,2695.0,4314,0,FALSE,0,6
Rolex President Date Watch Vintage Mens 18K Gold Bark Bracelet 1113grs Ref 1022,Rolex,8850.99,348,0,FALSE,0,18
Rolex Day Date President Yellow Gold White Roman Dial 18038 36mm  WATCH CHEST,Rolex,10800.0,348,0,FALSE,0,18
Stuhrling 13904 Prestige Prominent Swiss Automatic Chronograph Mens Watch,Stuhrling Original,1354.1,24688,67,FALSE,0,8
Rado Sintra Black Ceramic Chronograph Mens Watch R13477182,Rado,1383.99,8671,56,TRUE,1,4
AUTHENTIC HERMES CLIPPER CHRONOGRAPH MENS DIVERS WATCH CL2915,Hermes,1895.0,412,0,FALSE,0,2
Vintage 1915 Rolex Officers Military Trench Sterling Silver Antique Wrist Watch,Rolex,1999.0,412,0,FALSE,0,2
Rado Centrix Open Heart Two Tone Automatic Mens Watch R30246712,Rado,1525.99,8671,30,FALSE,0,20
New IWC Pilots Big Pilot Black Dial Leather Strap Mens Watch IW500912,IWC,9150.0,4703,29,FALSE,0,4
Oris Limited Edition Automatic Black Dial Leather Mens Watch 73577064494LS,Oris,1302.99,8671,37,FALSE,0,9
"Mens Breguet ""Marine (5827) Chronograph"" Watch   18k Rose Gold **SUPER CLEAN**",Breguet,18595.0,753,0,FALSE,0,1
New IWC Portofino Automatic Mens Watch IW356501,IWC,3345.0,4703,25,FALSE,0,17
ROLEX Sport Watch Stainless Steel SUBMARINER Black Dial  Pepsi Insert Red Blue,Rolex,6449.99,4703,25,FALSE,0,17
Cartier Roadster XL 2618 Steel Automatic Black Chronograph Mens Watch ,Cartier,4400.0,1070,0,FALSE,0,0
IWC Ingenieur IW323902 Automatic 40mm Stainless Steel Mens Watch w Box Papers,IWC,4500.0,1070,0,FALSE,0,0
Oris Artelier Silver Skeleton Dial Brown Leather Strap Mens Watch 73476846351LS,Oris,1476.99,8671,66,TRUE,2,5
Hamilton Mens H32766513 Jazzmaster Analog  Automatic Self Wind Brown Watch,Hamilton,1135.99,8671,38,TRUE,3,7
Oris Aquis Automatic Gray Dial Stainless Steel Mens Watch 74376734137MB,Oris,1321.99,8671,47,FALSE,0,11
Rolex 1601 Mens Watch Oyster Date 18k Gold Leather Mechanical Swiss Luxury,Rolex,3999.99,8671,47,FALSE,0,11
MENS ROLEX SUBMARINER 2 TONE 18K GOLD&SSTEEL 16613 BLUE DIAL 40MM BOX+PAPERS,Rolex,6890.0,396,0,FALSE,0,5
Mens Omega Seamaster SS Steel Multifunction Digital Chronograph watch  252181,Omega,1145.0,9719,0,FALSE,0,19
Stuhrling 13904 Prestige Prominent Swiss Automatic Chronograph Mens Watch,Stuhrling Original,1354.1,24688,67,FALSE,0,8
Rado Sintra Black Ceramic Chronograph Mens Watch R13477182,Rado,1383.99,8671,56,TRUE,1,4
AUTHENTIC HERMES CLIPPER CHRONOGRAPH MENS DIVERS WATCH CL2915,Hermes,1895.0,412,0,FALSE,0,2
Vintage 1915 Rolex Officers Military Trench Sterling Silver Antique Wrist Watch,Rolex,1999.0,412,0,FALSE,0,2
Rado Centrix Open Heart Two Tone Automatic Mens Watch R30246712,Rado,1525.99,8671,30,FALSE,0,20
New IWC Pilots Big Pilot Black Dial Leather Strap Mens Watch IW500912,IWC,9150.0,4703,29,FALSE,0,4
Oris Limited Edition Automatic Black Dial Leather Mens Watch 73577064494LS,Oris,1302.99,8671,37,FALSE,0,9
"Mens Breguet ""Marine (5827) Chronograph"" Watch   18k Rose Gold **SUPER CLEAN**",Breguet,18595.0,753,0,FALSE,0,1
New IWC Portofino Automatic Mens Watch IW356501,IWC,3345.0,4703,25,FALSE,0,17
ROLEX Sport Watch Stainless Steel SUBMARINER Black Dial  Pepsi Insert Red Blue,Rolex,6449.99,4703,25,FALSE,0,17
Cartier Roadster XL 2618 Steel Automatic Black Chronograph Mens Watch ,Cartier,4400.0,1070,0,FALSE,0,0
IWC Ingenieur IW323902 Automatic 40mm Stainless Steel Mens Watch w Box Papers,IWC,4500.0,1070,0,FALSE,0,0
Oris Artelier Silver Skeleton Dial Brown Leather Strap Mens Watch 73476846351LS,Oris,1476.99,8671,66,TRUE,2,5
Oris Aquis Automatic Gray Dial Stainless Steel Mens Watch 74376734137MB,Oris,1321.99,8671,47,FALSE,0,11
Rolex 1601 Mens Watch Oyster Date 18k Gold Leather Mechanical Swiss Luxury,Rolex,3999.99,8671,47,FALSE,0,11
MENS ROLEX SUBMARINER 2 TONE 18K GOLD&SSTEEL 16613 BLUE DIAL 40MM BOX+PAPERS,Rolex,6890.0,396,0,FALSE,0,5
Mens Omega Seamaster SS Steel Multifunction Digital Chronograph watch  252181,Omega,1145.0,9719,0,FALSE,0,19
Anonimo Mens Militare Black Leather Strap Swiss Automatic Watch AM100002003A01,Anonimo,1540.0,9719,0,FALSE,0,19
New Tag Heuer Carrera Heritage Automatic Mens Watch WAS2110BA0732,Tag Heuer,2070.0,4703,34,FALSE,0,6
Mens Rolex Solid 18k Yellow Gold Datejust White Roman wBlack Strap Band 16018,Rolex,6739.26,4703,34,FALSE,0,6
Fortis Cosmonauts SET Chronograph Day Date Automatic Black Dial Mens Watch,Fortis,1995.0,429,0,FALSE,0,21
New Omega Speedmaster Professional Moonwatch Mens Watch 3113042300,Omega,3940.0,4703,36,FALSE,0,12
EBEL Brasilia Mens Watch 18 Kt Gold Automatic Swiss Made Leather Band E8120M41,EBEL,3990.0,1068,0,FALSE,0,1
OAKLEY 12 Gauge 10071 Chronograph Mens Oakley Watch,Oakley,1399.99,854,0,FALSE,0,7
Diamond Rolex Datejust Watch Mens 36mm Oyster Band White Mother Pearl Dial 2 Ct,Rolex,3799.99,854,0,FALSE,0,7
Mens Rolex 18K Yellow Gold Presidential Datejust 36MM Diamond Watch 30 Ct,Rolex,10999.99,17519,0,FALSE,0,39
Rolex Stainless Steel Mens Datejust 116234 Silver Index Dial on a Jubilee Band,Rolex,5200.0,1121,0,FALSE,0,20
Alpina Mens Aviation Silver Dial Chronograph Automatic Watch AL860SCP4S6,Alpina,1230.0,1121,0,FALSE,0,20
Carl F Bucherer 18K Rose Gold Adamavi Automatic Mens Watch  00103070316,Carl F. Bucherer,2400.0,1286,68,FALSE,0,3
Zeno Mens Vintage Line Black Dial Black Leather Strap Chrono Watch 66627753G1,Zeno,1087.0,1286,68,FALSE,0,3
New Tag Heuer Carrera Calibre 5 39mm Automatic Mens Watch WAR211BFC6181,Tag Heuer,1690.0,4703,29,FALSE,0,3
Mens Omega Speedmaster Schumacher 351061 Steel Chrono Automatic Watch,Omega,1845.0,1761,0,FALSE,0,9
2123041200,Omega,6175.0,1761,0,FALSE,0,9
MONTBLANC Timewalker Big Date SS Silver Dial Mens Automatic Watch 7050  Nice,MONTBLANC,1500.0,378,0,FALSE,0,1
VACHERON & CONSTANTIN VINTAGE 18K ROSE GOLD MENS WATCH CIRCA 1940S,Vacheron Constantin,5500.0,5290,0,FALSE,0,4
Longines HydroConquest White Dial Stainless Steel Mens Watch L36964136,Longines,1265.99,8671,45,FALSE,0,13
Tag Heuer Carrera Swiss Automatic Chronograph Mens Watch CAR2A11BA0799,Tag Heuer,2777.0,8671,45,FALSE,0,13
NEW ROLEX MENS 18K YELLOW GOLD 116618 CERAMIC SUBMARINER SPORT WATCH,Rolex,27049.99,7538,0,FALSE,0,22
Jason Bourne watch TAG Heuer Link CT1111BA0550,TAG Heuer,1500.0,63,0,FALSE,0,9
New Omega Seamaster CoAxial Chronograph Mens Watch 2123042500,Omega,3770.0,4703,37,TRUE,1,18
Cartier Roadster XL 2618 Steel Automatic Black Chronograph Mens Watch ,Cartier,4400.0,1070,0,FALSE,0,0
IWC Ingenieur IW323902 Automatic 40mm Stainless Steel Mens Watch w Box Papers,IWC,4500.0,1070,0,FALSE,0,0
Oris Artelier Silver Skeleton Dial Brown Leather Strap Mens Watch 73476846351LS,Oris,1476.99,8671,66,TRUE,2,5
Hamilton Mens H32766513 Jazzmaster Analog  Automatic Self Wind Brown Watch,Hamilton,1135.99,8671,38,TRUE,3,7
Oris Aquis Automatic Gray Dial Stainless Steel Mens Watch 74376734137MB,Oris,1321.99,8671,47,FALSE,0,11
Rolex 1601 Mens Watch Oyster Date 18k Gold Leather Mechanical Swiss Luxury,Rolex,3999.99,8671,47,FALSE,0,11
MENS ROLEX SUBMARINER 2 TONE 18K GOLD&SSTEEL 16613 BLUE DIAL 40MM BOX+PAPERS,Rolex,6890.0,396,0,FALSE,0,5
Mens Omega Seamaster SS Steel Multifunction Digital Chronograph watch  252181,Omega,1145.0,9719,0,FALSE,0,19
Anonimo Mens Militare Black Leather Strap Swiss Automatic Watch AM100002003A01,Anonimo,1540.0,9719,0,FALSE,0,19
